person1_ts,person2_ts
-0.18489,0.27458
-0.1567,0.26755
-0.1567,0.26755
-0.083676,0.24571
-0.083676,0.24571
-0.0057665,0.21217
-0.0057665,0.21217
0.080693,0.16819
0.080693,0.16819
0.15547,0.10687
0.18431,0.078357
0.18431,0.078357
0.22585,0.038125
0.22585,0.038125
0.24663,6.5083e-4
0.24663,6.5083e-4
0.24656,-0.030019
0.24656,-0.030019
0.2332,-0.056837
0.2187,-0.072151
0.2187,-0.072151
0.17427,-0.096137
0.17427,-0.096137
0.10403,-0.12036
0.063466,-0.13219
0.015388,-0.14356
-0.029294,-0.15469
-0.029294,-0.15469
-0.11564,-0.17901
-0.11564,-0.17901
-0.18535,-0.20037
-0.21455,-0.20944
-0.23814,-0.21802
-0.25677,-0.22516
-0.25677,-0.22516
-0.25677,-0.22516
-0.26644,-0.23354
-0.26644,-0.23354
-0.25703,-0.23392
-0.25703,-0.23392
-0.25703,-0.23392
-0.21269,-0.22991
-0.21269,-0.22991
-0.1655,-0.22582
-0.1655,-0.22582
-0.10626,-0.21696
-0.10626,-0.21696
-0.035013,-0.19996
-0.035013,-0.19996
0.042268,-0.17473
0.042268,-0.17473
0.083047,-0.15924
0.14625,-0.12469
0.14625,-0.12469
0.14625,-0.12469
0.21318,-0.066349
0.21318,-0.066349
0.21318,-0.066349
0.23397,-0.014218
0.23397,-0.014218
0.22572,0.018361
0.22572,0.018361
0.20777,0.047601
0.20777,0.047601
0.16763,0.074718
0.16763,0.074718
0.16763,0.074718
0.071296,0.11656
0.071296,0.11656
-0.010681,0.14722
-0.010681,0.14722
-0.051812,0.16321
-0.13175,0.19758
-0.13175,0.19758
-0.1924,0.22155
-0.1924,0.22155
-0.23689,0.24731
-0.23689,0.24731
-0.25345,0.27231
-0.25345,0.27231
-0.24847,0.29154
-0.24131,0.29676
-0.24131,0.29676
-0.21317,0.30462
-0.21317,0.30462
-0.16526,0.30453
-0.13363,0.30387
-0.13363,0.30387
-0.13363,0.30387
-0.015138,0.3009
-0.015138,0.3009
0.079558,0.29646
0.11855,0.29314
0.11855,0.29314
0.15775,0.28651
0.19192,0.27752
0.24298,0.24899
0.24298,0.24899
0.24298,0.24899
0.27139,0.18285
0.27139,0.18285
0.26938,0.15526
0.26712,0.12344
0.25905,0.062486
0.25905,0.062486
0.25905,0.062486
0.21706,0.0063509
0.21706,0.0063509
0.16953,-0.021622
0.16953,-0.021622
0.10224,-0.047347
0.10224,-0.047347
0.020635,-0.067488
0.020635,-0.067488
-0.062817,-0.0867
-0.062817,-0.0867
-0.062817,-0.0867
-0.17606,-0.11662
-0.17606,-0.11662
-0.17606,-0.11662
-0.23805,-0.14233
-0.23805,-0.14233
-0.24352,-0.15379
-0.24352,-0.15379
-0.2409,-0.15873
-0.23406,-0.16148
-0.20472,-0.16447
-0.20472,-0.16447
-0.1825,-0.16427
-0.15556,-0.16363
-0.087692,-0.16089
-0.043936,-0.15881
-0.043936,-0.15881
0.041009,-0.15471
0.086194,-0.15214
0.12253,-0.14947
0.15821,-0.14551
0.18987,-0.1388
0.21472,-0.13043
0.23541,-0.11895
0.24821,-0.10533
0.25591,-0.08965
0.25591,-0.08965
0.25591,-0.08965
0.25256,-0.032928
0.24697,-0.013004
0.23783,0.0069096
0.23783,0.0069096
0.20689,0.042867
0.20689,0.042867
0.1553,0.073204
0.12101,0.089069
0.082152,0.10469
0.040904,0.12317
0.040904,0.12317
-0.053578,0.15421
-0.053578,0.15421
-0.1399,0.18149
-0.17602,0.19514
-0.20482,0.20717
-0.22549,0.21871
-0.22549,0.21871
-0.25015,0.23968
-0.24945,0.24736
-0.24945,0.24736
-0.24053,0.25778
-0.24053,0.25778
-0.24053,0.25778
-0.19438,0.25804
-0.19438,0.25804
-0.14246,0.25544
-0.14246,0.25544
-0.14246,0.25544
-0.040014,0.24513
-0.040014,0.24513
0.034722,0.22896
0.034722,0.22896
0.11101,0.20268
0.1455,0.18578
0.17355,0.16577
0.19718,0.14121
0.21815,0.11244
0.21815,0.11244
0.24014,0.067106
0.24014,0.067106
0.24014,0.067106
0.24047,0.027093
0.23818,0.0072872
0.22482,-0.032323
0.22482,-0.032323
0.21209,-0.050271
0.19602,-0.069997
0.14907,-0.11038
0.14907,-0.11038
0.14907,-0.11038
0.043305,-0.16428
0.043305,-0.16428
-0.046709,-0.1975
-0.046709,-0.1975
-0.13188,-0.22419
-0.13188,-0.22419
-0.2014,-0.23323
-0.22583,-0.23106
-0.24661,-0.23128
-0.24661,-0.23128
-0.24661,-0.23128
-0.26145,-0.22818
-0.26145,-0.22818
-0.25948,-0.22636
-0.25197,-0.22434
-0.25197,-0.22434
-0.1993,-0.21444
-0.1993,-0.21444
-0.14055,-0.20668
-0.14055,-0.20668
-0.14055,-0.20668
-0.02161,-0.17673
-0.02161,-0.17673
-0.02161,-0.17673
0.066295,-0.14533
0.1072,-0.12703
0.1072,-0.12703
0.17736,-0.083942
0.20733,-0.059756
0.22781,-0.033457
0.24327,-0.0068851
0.25266,0.017203
0.25806,0.042752
0.25793,0.067172
0.25611,0.090355
0.25235,0.11313
0.245,0.1354
0.245,0.1354
0.2163,0.18715
0.19643,0.20789
0.17122,0.2211
0.14079,0.23791
0.10542,0.25374
0.066601,0.2678
0.022279,0.27797
-0.02631,0.28895
-0.07017,0.29223
-0.11174,0.29199
-0.15152,0.29239
-0.18389,0.29163
-0.21041,0.28999
-0.22606,0.28736
-0.22606,0.28736
-0.24161,0.27532
-0.23832,0.26599
-0.23544,0.25328
-0.22719,0.23704
-0.21505,0.21717
-0.19871,0.19518
-0.19871,0.19518
-0.15311,0.13809
-0.12698,0.10176
-0.12698,0.10176
-0.062641,0.049937
-0.062641,0.049937
0.0052289,0.0072806
0.03922,-0.012657
0.074962,-0.028285
0.10319,-0.043056
0.10319,-0.043056
0.15323,-0.071282
0.17264,-0.081688
0.18596,-0.095407
0.19716,-0.10925
0.20433,-0.12229
0.20881,-0.13752
0.20881,-0.13752
0.20868,-0.16317
0.20868,-0.16317
0.20072,-0.18895
0.20072,-0.18895
0.17994,-0.21161
0.17994,-0.21161
0.14387,-0.22319
0.14387,-0.22319
0.092588,-0.22157
0.065101,-0.22093
0.065101,-0.22093
-0.0039976,-0.218
-0.0039976,-0.218
-0.074681,-0.21301
-0.10844,-0.21012
-0.14128,-0.20521
-0.16813,-0.20151
-0.19029,-0.19223
-0.21018,-0.18063
-0.21018,-0.18063
-0.23418,-0.14714
-0.23418,-0.14714
-0.23363,-0.10069
-0.23363,-0.10069
-0.22846,-0.042831
-0.22846,-0.042831
-0.20906,0.018602
-0.19243,0.046405
-0.19243,0.046405
-0.15004,0.095549
-0.15004,0.095549
-0.094343,0.13914
-0.094343,0.13914
-0.024506,0.18181
0.011527,0.19981
0.011527,0.19981
0.084124,0.2209
0.1131,0.23199
0.1131,0.23199
0.1624,0.24279
0.1624,0.24279
0.19677,0.24066
0.2089,0.23754
0.21855,0.23144
0.22491,0.22232
0.22491,0.22232
0.22885,0.19233
0.22712,0.17355
0.22712,0.17355
0.22555,0.14978
0.21235,0.08597
0.21235,0.08597
0.18763,0.042361
0.18763,0.042361
0.14727,-7.6907e-4
0.14727,-7.6907e-4
0.089354,-0.036261
0.057721,-0.051788
0.057721,-0.051788
-0.014163,-0.080948
-0.014163,-0.080948
-0.086668,-0.11049
-0.086668,-0.11049
-0.086668,-0.11049
-0.17686,-0.15118
-0.17686,-0.15118
-0.17686,-0.15118
-0.23664,-0.18742
-0.23664,-0.18742
-0.24898,-0.20361
-0.24666,-0.20856
-0.24666,-0.20856
-0.24127,-0.20999
-0.24127,-0.20999
-0.24127,-0.20999
-0.20312,-0.20614
-0.20312,-0.20614
-0.18171,-0.20474
-0.15779,-0.20333
-0.10091,-0.19516
-0.10091,-0.19516
-0.10091,-0.19516
7.4461e-4,-0.16641
7.4461e-4,-0.16641
0.03296,-0.15188
0.068366,-0.13513
0.068366,-0.13513
0.1506,-0.074628
0.1506,-0.074628
0.17116,-0.052535
0.1865,-0.031193
0.20941,0.010739
0.20941,0.010739
0.21962,0.048117
0.21962,0.048117
0.21693,0.080693
0.21693,0.080693
0.21087,0.1081
0.21087,0.1081
0.19239,0.13293
0.19239,0.13293
0.19239,0.13293
0.1401,0.166
0.1401,0.166
0.086346,0.17767
0.086346,0.17767
0.086346,0.17767
-0.020228,0.17398
-0.020228,0.17398
-0.098909,0.15417
-0.098909,0.15417
-0.16283,0.11919
-0.16283,0.11919
-0.20809,0.083605
-0.20809,0.083605
-0.23131,0.041305
-0.23131,0.041305
-0.23131,0.041305
-0.22715,-0.016995
-0.22715,-0.016995
-0.22079,-0.036635
-0.21001,-0.055884
-0.17705,-0.091453
-0.17705,-0.091453
-0.12964,-0.12266
-0.12964,-0.12266
-0.12964,-0.12266
-0.067783,-0.15306
-0.033318,-0.16504
-0.033318,-0.16504
0.068999,-0.19904
0.068999,-0.19904
0.068999,-0.19904
0.1629,-0.20972
0.1629,-0.20972
0.1629,-0.20972
0.20792,-0.20678
0.22379,-0.20528
0.23383,-0.20397
0.24109,-0.20157
0.24377,-0.19715
0.24227,-0.19238
0.2409,-0.18475
0.23865,-0.1744
0.2326,-0.16124
0.22324,-0.14544
0.21095,-0.1273
0.19512,-0.10684
0.17616,-0.084478
0.15375,-0.059699
0.12739,-0.033695
0.098151,-0.0075939
0.064169,0.014641
0.027583,0.039232
-0.011985,0.062001
-0.011985,0.062001
-0.085865,0.10372
-0.12015,0.12376
-0.14908,0.14259
-0.17368,0.1615
-0.19364,0.17943
-0.20783,0.19388
-0.20783,0.19388
-0.21564,0.20411
-0.2129,0.20612
-0.20915,0.20461
-0.20123,0.20177
-0.20123,0.20177
-0.17384,0.18913
-0.15448,0.17853
-0.13136,0.16461
-0.10485,0.14641
-0.10485,0.14641
-0.038034,0.096226
-0.0047502,0.07725
0.029909,0.056938
0.06821,0.036156
0.10294,0.014886
0.13306,-0.0051989
0.15826,-0.024668
0.18121,-0.04453
0.18121,-0.04453
0.21502,-0.077912
0.2261,-0.093032
0.2261,-0.093032
0.23651,-0.12393
0.23583,-0.13616
0.23583,-0.13616
0.23145,-0.15416
0.22586,-0.16063
0.2161,-0.16306
0.20379,-0.16266
0.20379,-0.16266
0.16832,-0.16025
0.16832,-0.16025
0.11526,-0.15644
0.085377,-0.15348
0.085377,-0.15348
0.014056,-0.14017
-0.022787,-0.13055
-0.022787,-0.13055
-0.097049,-0.10447
-0.12793,-0.087043
-0.12793,-0.087043
-0.1788,-0.04671
-0.1788,-0.04671
-0.205,-0.0043287
-0.20794,0.017416
-0.20794,0.017416
-0.20252,0.063008
-0.19693,0.082238
-0.19693,0.082238
-0.18705,0.099446
-0.1734,0.11553
-0.13412,0.13816
-0.11033,0.14526
-0.081678,0.14891
-0.048478,0.14667
-0.048478,0.14667
0.014769,0.12865
0.014769,0.12865
0.088597,0.10721
0.088597,0.10721
0.1469,0.074229
0.17327,0.055944
0.17327,0.055944
0.21679,0.019085
0.21679,0.019085
0.2453,-0.021072
0.2453,-0.021072
0.25682,-0.05762
0.25682,-0.05762
0.25376,-0.090338
0.25376,-0.090338
0.24819,-0.11921
0.23996,-0.1305
0.23996,-0.1305
0.21585,-0.14401
0.21585,-0.14401
0.17763,-0.14818
0.17763,-0.14818
0.12248,-0.14627
0.12248,-0.14627
0.050511,-0.14264
0.010059,-0.1407
0.010059,-0.1407
-0.06835,-0.12892
-0.06835,-0.12892
-0.14129,-0.10831
-0.14129,-0.10831
-0.19922,-0.077782
-0.21996,-0.058232
